winner_rank,winner_age,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced
30,25.76865161,146,4,6,101,57,44,30,16,2,3
76,27.81930185,189,2,10,175,96,68,41,24,6,10
153,21.73305955,141,9,4,125,67,49,30,19,11,15
82,34.58453114,176,17,8,139,62,48,42,20,11,15
11,23.63312799,159,7,5,113,68,49,24,20,6,10
70,28.3449692,180,32,14,165,78,61,46,26,9,13
39,31.23066393,134,5,4,121,82,61,21,19,2,3
53,28.3394935,168,16,4,136,71,52,38,20,6,8
42,24.81861739,104,14,5,100,48,38,29,13,8,8
263,19.6659822,82,14,4,73,47,41,13,13,3,4
35,26.65023956,120,9,6,100,43,34,35,17,3,5
106,25.09787817,152,6,3,132,86,65,29,22,9,12
4,22.53524983,180,9,7,126,55,42,38,19,11,15
7,23.42778919,218,15,11,174,93,71,43,29,5,9
54,22.08350445,92,5,4,65,34,24,18,11,2,4
104,25.25119781,135,17,12,111,71,56,21,19,3,5
62,18.4421629,125,14,7,101,55,42,28,16,1,3
40,19.92881588,105,8,2,96,54,44,30,16,1,2
89,27.17316906,148,16,6,148,76,56,43,21,10,12
29,28.34770705,175,14,4,172,103,68,38,23,14,19
12,21.79055441,144,17,7,132,65,58,34,20,6,7
120,21.08966461,148,6,10,140,85,59,24,20,4,8
182,27.65229295,134,9,7,126,75,54,29,18,6,8
98,26.89390828,121,8,0,94,58,44,26,16,1,2
67,22.53251198,161,15,6,121,84,68,19,21,1,3
43,23.03901437,158,9,5,142,86,59,28,19,9,12
472,28.64339494,96,11,3,86,62,54,12,15,4,5
44,28.79671458,166,11,10,136,65,50,41,20,4,8
2,25.91101985,152,3,2,113,61,47,32,18,4,5
1,29.71937029,93,8,1,76,50,40,14,14,0,2
33,21.88364134,182,11,7,145,71,58,29,20,10,14
46,23.74811773,160,7,5,139,71,50,44,22,5,7
19,23.19233402,117,27,5,107,60,49,24,17,5,8
34,23.78918549,117,12,2,104,48,36,33,16,2,4
99,18.90759754,106,10,3,95,63,49,21,15,3,4
41,26.24503765,107,11,5,103,63,54,17,14,6,6
55,22.86105407,167,9,7,132,72,55,31,24,4,9
3,28.43258042,91,14,1,100,70,52,17,14,2,2
151,26.17385353,138,9,2,117,64,48,33,18,2,4
48,24.40520192,178,17,14,141,71,52,39,21,11,15
64,29.42642026,140,1,0,100,77,51,15,18,6,9
13,25.36344969,51,5,1,28,18,16,8,7,0,0
26,21.63723477,121,16,0,98,65,53,23,17,1,2
56,27.03901437,73,8,1,59,40,35,18,12,0,0
80,29.72210815,149,10,5,104,59,46,26,17,0,2
95,25.44832307,83,17,3,74,44,36,15,12,7,8
17,18.89390828,87,5,1,55,27,19,20,10,0,0
76,27.81930185,143,3,3,121,80,58,26,21,4,6
11,23.63312799,119,5,5,87,62,40,14,14,8,11
39,31.23066393,96,4,0,82,56,46,20,15,0,0
53,28.3394935,186,21,8,153,91,70,32,24,6,8
35,26.65023956,95,6,3,92,46,39,28,14,3,4
4,22.53524983,106,11,9,84,48,39,21,13,2,3
54,22.08350445,135,5,1,104,62,48,20,17,1,4
62,18.4421629,106,9,4,106,64,43,28,14,9,10
40,19.92881588,215,7,13,184,108,85,37,28,8,10
29,28.34770705,101,10,0,79,49,43,17,15,4,5
120,21.08966461,91,2,4,99,66,45,22,15,3,3
67,22.53251198,193,10,5,177,122,87,34,24,9,10
43,23.03901437,158,7,4,161,101,67,30,25,13,20
2,25.91101985,85,3,2,77,51,34,17,11,4,5
1,29.71937029,95,8,3,66,35,31,22,14,0,1
19,23.19233402,95,18,7,81,43,41,25,14,0,0
34,23.78918549,117,14,1,83,40,31,27,15,2,4
41,26.24503765,87,1,1,83,50,38,18,13,3,4
3,28.43258042,168,36,10,147,95,79,29,26,4,5
64,29.42642026,131,3,0,90,76,58,4,14,4,5
13,25.36344969,163,13,2,137,88,65,19,20,11,15
56,27.03901437,120,9,8,95,52,43,24,15,4,5
17,18.89390828,125,5,2,78,40,30,19,14,3,7
11,23.63312799,147,5,5,108,75,54,15,16,4,6
53,28.3394935,147,15,5,112,70,55,21,18,9,12
4,22.53524983,99,5,6,73,33,32,24,13,0,0
54,22.08350445,101,2,0,84,50,36,21,13,3,4
29,28.34770705,194,14,7,171,99,84,38,27,6,8
120,21.08966461,136,4,7,137,95,59,21,20,8,13
2,25.91101985,82,4,1,70,40,34,22,14,0,0
1,29.71937029,165,8,4,139,96,72,23,22,7,9
41,26.24503765,134,6,3,124,66,48,25,15,16,19
3,28.43258042,96,20,8,96,65,55,13,16,4,5
56,27.03901437,226,3,15,176,92,58,43,25,17,25
11,23.63312799,129,16,0,112,69,54,18,14,5,6
4,22.53524983,106,7,1,77,36,32,23,13,2,3
29,28.34770705,209,17,10,147,98,77,23,27,0,3
2,25.91101985,102,14,4,102,60,45,23,14,12,12
1,29.71937029,93,6,1,68,45,38,16,14,1,2
3,28.43258042,109,15,1,74,48,41,18,15,0,1
11,23.63312799,176,11,5,133,85,67,22,19,9,10
2,25.91101985,101,8,1,79,49,42,20,13,0,0
1,29.71937029,175,13,3,148,101,75,32,25,8,9
2,25.91101985,90,5,2,72,42,33,18,12,0,1
1,29.71937029,139,9,5,116,77,52,23,18,4,7
6,23.44695414,92,9,1,74,39,33,22,14,1,2
129,20.47912389,69,4,3,50,23,21,14,8,3,3
103,22.25598905,114,3,4,85,51,33,19,14,3,7
107,28.41067762,76,6,10,52,25,23,12,9,2,3
38,23.13483915,61,4,9,63,26,22,18,8,3,4
70,29.81793292,112,8,5,87,51,37,15,14,7,12
243,22.39014374,59,1,4,55,30,23,15,9,1,2
65,21.2019165,73,3,2,52,29,22,11,8,4,5
128,21.42368241,93,2,3,73,50,34,15,11,3,4
67,27.96440794,94,0,2,65,42,31,16,10,6,6
74,22.23956194,20,0,0,9,4,4,4,3,0,0
29,28.862423,99,5,8,91,56,41,14,12,6,9
46,24.50102669,109,1,10,88,42,32,17,13,6,10
91,35.27173169,81,1,0,48,32,20,11,9,1,3
57,26.71868583,108,1,9,86,51,35,14,13,2,6
9,23.52361396,85,5,3,59,33,25,13,9,6,7
129,20.47912389,111,9,5,96,60,44,23,15,1,3
103,22.25598905,93,2,1,63,35,25,19,12,1,3
38,23.13483915,137,6,10,111,56,43,25,16,2,6
65,21.2019165,118,7,8,106,68,43,19,14,11,15
128,21.42368241,85,1,2,56,42,32,7,10,3,4
74,22.23956194,141,7,4,73,40,31,15,13,0,4
46,24.50102669,81,1,9,58,27,18,13,10,2,6
9,23.52361396,133,6,13,100,57,44,17,15,1,4
129,20.47912389,107,2,6,84,44,29,21,10,10,11
38,23.13483915,92,7,5,76,40,26,21,11,1,3
128,21.42368241,63,4,2,50,32,28,9,9,0,0
46,24.50102669,102,6,7,66,38,31,10,11,1,5
129,20.47912389,79,4,1,79,41,33,19,11,1,2
128,21.42368241,56,0,0,47,34,29,9,9,1,1
129,20.47912389,100,12,2,95,64,43,14,11,10,12
37,24.5174538,148,10,5,113,63,44,22,17,7,12
50,23.76728268,51,3,2,38,26,22,6,7,0,0
25,26.69952088,74,6,5,48,26,22,9,9,1,3
15,31.31827515,70,2,2,49,35,29,6,9,0,1
70,30.15468857,38,1,1,32,25,15,4,5,1,2
39,27.08281999,102,3,4,71,40,28,13,9,6,8
26,22.81177276,86,2,4,56,35,29,8,8,4,5
28,22.51882272,56,5,1,39,22,20,8,7,0,0
10,26.091718,72,3,3,62,31,24,17,8,4,5
35,27.8329911,121,2,0,103,60,40,24,14,7,10
42,23.58932238,96,1,2,76,44,28,16,13,7,12
44,27.09103354,108,16,4,101,55,42,25,15,10,12
20,28.84325804,73,10,3,53,32,28,10,10,1,2
52,19.63586585,65,3,3,57,32,26,14,9,2,2
43,23.26078029,71,6,0,62,38,29,13,11,0,1
31,19.17043121,147,11,2,107,62,44,21,16,6,10
50,23.76728268,105,3,2,82,55,35,20,14,3,5
15,31.31827515,,,,,,,,,,
39,27.08281999,133,8,7,112,63,41,25,15,8,12
28,22.51882272,64,4,3,51,26,20,13,8,2,3
10,26.091718,81,3,4,54,28,22,14,9,2,3
42,23.58932238,107,2,1,95,63,48,18,14,5,5
20,28.84325804,73,18,2,55,34,32,16,11,0,0
31,19.17043121,76,5,1,67,40,29,16,9,7,7
15,31.31827515,67,5,3,46,23,19,12,9,2,4
28,22.51882272,97,7,4,64,31,22,19,12,5,8
10,26.091718,108,3,5,77,32,26,25,11,4,5
31,19.17043121,74,6,3,70,40,31,18,10,7,7
28,22.51882272,150,8,4,97,55,40,23,14,2,3
10,26.091718,129,7,5,105,55,40,24,15,9,12
10,26.091718,124,10,1,84,56,46,18,15,3,3
77,33.45927447,109,2,7,75,37,31,21,13,2,4
125,30.18206708,113,7,11,93,38,27,31,14,4,7
98,27.88227242,68,6,1,43,32,27,9,9,0,0
25,28.53661875,108,19,9,94,51,47,21,15,0,1
27,27.47433265,74,12,2,68,50,39,7,10,4,5
52,23.77823409,68,4,8,63,27,22,18,9,6,7
92,22.58179329,111,12,3,94,54,39,21,13,14,16
30,27.07186858,65,12,5,66,45,35,8,10,0,2
26,28.32306639,77,3,5,62,33,26,14,9,3,4
70,26.7761807,84,14,2,67,42,38,15,14,0,1
426,32.93360712,58,0,3,42,23,19,11,7,0,0
34,26.39288159,63,3,4,56,36,25,11,10,3,5
44,31.65229295,64,0,4,46,27,21,12,8,1,1
131,22.11909651,60,14,0,57,43,35,10,11,0,0
158,17.98494182,128,9,2,107,60,47,29,17,3,3
18,24.21081451,65,8,1,50,31,22,14,8,2,2
77,33.45927447,130,4,8,109,66,44,26,15,11,13
98,27.88227242,116,5,3,116,83,57,20,15,12,14
27,27.47433265,64,5,0,46,34,31,8,9,0,0
30,27.07186858,78,10,2,67,45,37,11,10,0,1
26,28.32306639,109,8,3,92,45,32,23,13,12,15
426,32.93360712,124,5,10,123,63,45,27,17,12,16
44,31.65229295,63,2,1,60,36,28,14,10,5,6
18,24.21081451,75,1,5,57,31,22,17,10,0,1
98,27.88227242,110,4,6,88,51,38,19,15,6,9
27,27.47433265,101,4,2,80,49,40,18,14,3,4
26,28.32306639,147,0,1,85,48,36,23,12,10,11
18,24.21081451,98,3,7,81,46,37,14,11,5,7
27,27.47433265,56,4,2,48,26,20,11,8,3,4
18,24.21081451,121,8,5,70,40,31,15,10,2,3
27,27.47433265,58,4,1,46,28,24,10,8,1,1
,25.79055441,76,6,0,66,29,23,23,10,2,2
,18.38466804,45,6,3,46,28,24,12,9,0,0
,22.56536619,115,8,3,81,40,35,28,15,0,1
,21.5797399,65,4,2,66,35,28,14,7,4,4
,23.57563313,68,6,2,52,32,26,12,10,0,1
,29.66461328,144,6,4,111,70,43,26,17,7,12
,23.20328542,89,2,3,74,50,32,14,13,3,6
,21.35249829,53,0,2,42,24,20,10,8,0,1
,18.83641342,108,0,4,71,39,27,18,12,5,8
,21.73305955,98,4,1,88,38,27,25,14,5,9
,24.31485284,115,7,2,96,55,35,22,14,8,11
,29.7303217,59,4,1,47,31,25,10,8,3,3
,23.73169062,129,4,2,102,65,49,20,17,1,3
,29.36892539,62,1,1,53,37,26,11,9,1,2
,20.25462012,134,5,1,106,72,57,17,17,6,8
,25.30595483,101,5,5,83,49,38,17,11,10,11
,25.79055441,84,3,2,71,37,30,23,11,3,3
,21.5797399,115,12,4,100,49,39,29,14,2,3
,23.57563313,86,3,6,78,47,34,18,11,5,6
,21.35249829,103,1,4,86,62,43,11,12,2,5
,18.83641342,66,2,0,55,26,18,18,7,5,5
,29.7303217,109,7,5,94,53,35,24,15,6,10
,23.73169062,101,6,2,81,41,31,20,11,7,9
,25.30595483,114,5,5,83,43,36,21,13,7,8
,25.79055441,96,5,3,68,35,29,18,12,0,2
,23.57563313,85,2,5,59,29,24,14,10,2,4
,18.83641342,70,1,0,51,24,18,15,8,1,2
,23.73169062,75,2,1,50,31,26,9,8,2,2
,25.79055441,91,8,5,81,35,28,24,13,4,6
,18.83641342,115,4,1,82,40,26,27,13,3,5
,18.83641342,96,7,4,72,30,26,26,13,3,4
1,29.85352498,65,3,1,44,28,21,11,7,0,0
43,31.36481862,56,1,1,47,31,23,9,8,2,3
25,23.52361396,105,4,5,82,40,29,24,12,8,9
30,20.06297057,73,0,1,50,31,23,12,9,0,1
7,24.19438741,66,2,4,60,32,22,17,10,4,6
60,21.54414784,90,1,4,66,40,17,17,11,3,8
34,27.17316906,86,2,3,62,34,27,17,11,1,2
18,19.02806297,113,7,3,82,41,33,22,13,6,8
11,25.49760438,94,10,5,71,32,22,21,10,1,3
64,30.41478439,60,0,2,52,31,25,13,9,0,0
48,28.47364819,137,5,4,104,52,39,26,16,3,6
8,23.56194387,101,4,3,77,36,26,22,12,5,7
16,24.69815195,65,2,0,41,30,23,9,8,0,0
65,26.10540726,74,1,2,58,37,25,14,10,0,1
32,25.9028063,61,2,1,50,23,18,14,8,0,1
2,28.56673511,61,10,4,58,36,29,11,10,2,3
43,31.36481862,49,4,1,39,23,20,12,8,0,0
30,20.06297057,90,1,3,73,50,33,12,10,3,4
7,24.19438741,115,3,3,84,44,30,18,12,3,8
18,19.02806297,104,3,2,81,44,36,18,13,2,4
11,25.49760438,63,7,3,52,25,20,16,9,2,3
8,23.56194387,153,8,3,118,60,41,32,16,6,9
16,24.69815195,71,2,0,49,37,28,10,9,1,1
32,25.9028063,,,,,,,,,,
30,20.06297057,120,4,4,86,54,38,14,14,4,8
18,19.02806297,77,6,3,63,33,22,19,9,2,3
11,25.49760438,69,6,0,59,27,23,19,9,4,4
16,24.69815195,145,0,1,103,75,50,17,15,1,3
18,19.02806297,90,3,3,67,38,26,15,9,8,10
11,25.49760438,69,4,2,45,19,18,18,9,0,0
18,19.02806297,105,1,5,80,40,27,22,11,7,9
2,20.73921971,73,7,1,61,31,23,17,10,2,3
47,35.35112936,97,4,6,72,29,19,25,12,3,6
52,24.51471595,57,9,0,59,40,29,9,8,4,4
62,22.54620123,117,12,7,90,65,48,14,16,5,7
56,27.62491444,116,15,8,109,56,44,31,15,6,7
61,22.21765914,64,4,2,57,33,24,11,8,7,9
54,28.58590007,77,3,3,65,40,29,15,10,4,5
38,23.2991102,63,13,3,64,39,35,14,10,1,2
133,18.32991102,77,6,0,53,26,20,17,9,4,5
60,25.58521561,103,14,3,76,39,34,18,15,2,5
64,33.80424367,92,3,3,73,42,29,14,10,8,11
35,29.96030116,71,13,2,49,34,26,8,9,0,1
45,25.59069131,81,3,0,71,47,37,15,14,2,4
256,24.88158795,44,,,,,,,,,
87,22.17659138,120,4,4,105,61,44,23,16,6,9
7,26.67761807,80,6,2,59,31,25,16,11,1,3
2,20.73921971,67,14,2,60,35,28,13,10,2,3
62,22.54620123,118,12,9,99,53,44,21,16,5,7
56,27.62491444,48,10,3,54,31,25,12,8,4,4
54,28.58590007,108,3,2,89,51,37,20,13,4,6
133,18.32991102,115,6,3,96,48,35,31,15,4,5
35,29.96030116,67,11,8,59,34,29,11,10,2,3
256,24.88158795,101,5,2,84,45,27,26,14,7,10
7,26.67761807,50,3,1,45,24,20,11,8,1,2
2,20.73921971,,,,,,,,,,
56,27.62491444,161,20,3,128,67,50,29,18,10,14
35,29.96030116,151,16,11,109,68,58,21,17,7,8
7,26.67761807,56,8,3,47,29,25,8,9,1,2
56,27.62491444,123,13,4,110,57,47,28,15,6,6
7,26.67761807,115,6,0,49,24,17,19,9,3,4
7,26.67761807,77,5,7,56,23,19,17,10,3,5
21,21.82614648,66,1,0,45,29,24,6,8,0,1
79,21.33059548,81,9,3,59,27,25,17,10,1,2
181,29.50034223,114,1,2,85,54,31,14,14,8,15
80,27.95893224,45,3,0,42,30,24,9,8,1,1
49,26.66940452,55,1,1,54,32,23,11,8,0,1
85,25.3963039,93,1,6,71,46,32,12,11,7,10
318,24.32854209,133,2,8,92,52,36,19,14,2,6
73,21.908282,100,1,2,61,41,28,11,11,0,3
276,28.59137577,123,7,0,115,55,41,25,13,18,20
263,24.88158795,84,10,3,66,38,27,16,9,5,6
86,25.37713895,130,1,1,79,45,31,18,15,4,9
54,23.88774812,58,1,1,57,29,22,16,8,1,1
81,23.77275838,96,8,2,86,42,31,19,11,9,11
104,22.24229979,101,0,1,76,53,31,11,9,8,11
128,27.57837098,124,2,3,103,66,34,20,14,8,14
23,24.55852156,62,4,0,43,20,16,15,8,1,2
21,21.82614648,129,0,2,85,55,41,19,15,2,4
80,27.95893224,80,8,7,79,41,31,20,13,1,4
85,25.3963039,112,2,5,103,66,48,16,13,4,6
73,21.908282,74,0,0,70,48,32,13,9,3,3
263,24.88158795,71,3,3,55,34,28,11,9,1,1
54,23.88774812,67,2,3,52,39,29,7,9,2,3
104,22.24229979,69,1,0,52,36,24,11,9,3,4
23,24.55852156,74,2,4,58,33,22,11,8,6,8
21,21.82614648,59,4,2,48,36,25,9,9,1,2
85,25.3963039,123,4,3,80,50,33,17,14,8,12
54,23.88774812,124,8,4,88,52,38,16,15,8,12
23,24.55852156,97,6,5,82,39,30,19,10,8,10
21,21.82614648,115,3,1,93,59,38,15,13,6,10
23,24.55852156,81,1,2,57,28,17,23,10,2,3
23,24.55852156,154,13,7,113,58,47,25,15,6,8
989,17.55509925,58,5,2,45,25,20,15,8,4,4
67,26.14373717,59,0,1,44,29,19,10,8,1,3
49,23.52908966,59,1,2,46,19,14,18,8,2,3
58,22.70499658,85,6,4,70,36,33,17,13,1,2
124,23.51266256,139,10,10,101,34,32,37,17,2,5
53,18.6146475,73,7,1,67,42,29,19,11,2,2
111,29.00752909,65,11,6,56,31,29,16,11,1,1
37,28.07392197,101,2,2,65,43,32,12,10,3,4
63,29.89459274,165,18,6,134,69,47,28,17,16,21
44,28.5119781,99,4,4,76,42,30,19,14,1,4
87,21.26214921,106,0,3,82,45,32,23,15,3,6
136,20.95277207,65,2,6,56,31,25,11,9,2,3
42,24.99657769,60,1,3,53,30,23,13,9,3,4
83,34.75701574,125,2,2,99,47,36,20,14,1,5
69,28.5174538,66,10,7,57,26,24,15,9,1,1
61,22.25598905,131,3,6,101,54,37,24,15,5,9
97,20.44353183,133,1,1,92,57,38,17,13,6,9
86,22.79534565,67,10,6,55,30,26,11,9,3,4
140,24.59411362,123,12,2,114,60,47,24,16,7,10
152,26.34633812,76,2,4,61,32,26,10,9,6,8
57,21.27857632,64,2,3,48,23,17,18,9,1,2
,18.27789185,89,3,4,68,39,26,11,11,8,12
82,23.62491444,56,1,2,42,25,20,9,8,1,2
70,22.31622177,85,4,5,68,50,36,8,11,5,7
60,29.59069131,131,3,4,107,60,38,28,15,7,10
81,24.96919918,85,3,2,73,50,35,13,10,8,8
48,26.52703628,68,10,0,49,30,25,9,9,0,1
167,19.66872005,66,10,4,64,35,25,16,10,2,4
54,30.45311431,74,2,0,53,28,19,17,10,1,3
35,25.5523614,78,6,5,80,40,31,20,10,10,11
62,19.08008214,62,5,2,57,33,26,11,8,8,9
43,23.56194387,70,3,1,51,27,22,16,9,0,0
1,29.89185489,65,6,0,48,32,26,10,8,6,6
67,26.14373717,129,1,3,114,79,45,18,16,4,9
20,21.80971937,75,1,0,57,30,21,18,10,0,2
16,27.22518823,70,1,0,44,30,27,10,9,1,1
10,25.53593429,140,3,5,98,55,41,29,16,2,3
25,22.05612594,87,3,1,63,32,27,23,11,0,0
28,23.96167009,58,3,1,41,20,20,16,9,0,0
8,24.23271732,87,4,3,61,33,24,15,10,0,2
63,29.89459274,76,7,1,60,37,29,14,10,0,0
44,28.5119781,66,6,1,52,26,22,18,10,0,0
22,22.20670773,31,9,1,30,14,14,11,7,0,1
136,20.95277207,114,7,6,88,44,37,25,14,4,6
42,24.99657769,118,7,0,99,73,47,16,13,5,6
83,34.75701574,80,6,4,83,32,27,28,10,11,11
69,28.5174538,65,9,2,50,25,20,18,10,2,3
6,23.52361396,146,15,6,117,60,45,29,18,3,7
5,23.80561259,69,1,1,45,31,26,6,8,1,2
86,22.79534565,103,10,1,82,41,36,24,15,7,9
24,23.36481862,100,18,6,84,45,39,21,15,1,2
11,30.76249144,103,10,6,68,33,27,14,10,0,2
14,19.06639288,190,8,4,132,79,44,26,17,9,15
21,21.96303901,46,3,6,49,24,18,13,8,5,6
32,28.93908282,107,3,3,85,45,31,25,12,6,8
3,26.08350445,120,1,1,97,53,36,27,15,5,7
7,26.02053388,122,13,3,89,49,39,28,16,2,3
81,24.96919918,88,3,3,70,52,36,6,11,3,6
26,25.48939083,125,3,0,87,68,44,12,14,9,12
9,23.60027379,87,4,1,64,39,27,15,10,4,5
54,30.45311431,99,2,2,83,48,36,15,12,5,7
18,26.53524983,81,6,6,79,49,39,15,11,5,5
62,19.08008214,81,1,1,63,39,28,13,11,2,4
2,28.60506502,53,8,1,49,38,31,7,9,0,0
1,29.89185489,62,3,0,48,30,23,13,9,3,4
16,27.22518823,111,2,4,90,62,42,12,14,5,8
10,25.53593429,93,5,4,62,27,21,16,9,5,8
8,24.23271732,81,5,2,63,40,31,11,12,1,4
44,28.5119781,70,5,1,57,31,25,14,10,1,2
22,22.20670773,100,11,2,97,55,41,26,12,5,6
83,34.75701574,88,8,2,79,36,30,21,11,2,3
6,23.52361396,77,7,2,64,40,33,13,11,2,3
86,22.79534565,115,16,5,98,51,46,16,14,6,8
24,23.36481862,112,15,7,90,49,39,18,11,6,7
14,19.06639288,63,7,1,41,28,22,8,8,2,3
3,26.08350445,69,0,2,51,33,28,8,9,2,3
7,26.02053388,79,7,3,64,41,31,10,9,6,8
9,23.60027379,117,11,3,74,45,33,15,13,1,4
18,26.53524983,82,15,9,64,37,33,11,10,3,4
2,28.60506502,144,21,7,116,81,61,17,17,3,5
1,29.89185489,99,2,2,79,51,34,19,10,7,7
10,25.53593429,101,5,8,72,40,30,15,13,1,5
44,28.5119781,108,3,6,91,56,42,16,14,8,11
6,23.52361396,91,7,3,65,39,35,15,11,1,1
86,22.79534565,117,16,10,101,52,42,29,15,6,7
14,19.06639288,82,5,5,53,31,24,13,9,2,3
9,23.60027379,,,,,,,,,,
2,28.60506502,64,6,2,50,26,24,14,9,1,1
1,29.89185489,157,2,7,97,50,36,25,15,5,9
6,23.52361396,106,16,7,84,50,39,15,13,3,5
14,19.06639288,114,3,2,67,32,25,23,11,0,1
2,28.60506502,99,4,6,62,36,31,18,11,2,2
6,23.52361396,63,9,0,50,18,16,22,9,0,0
2,28.60506502,106,16,7,84,50,39,15,13,3,5
2,28.60506502,198,20,9,148,94,75,30,22,5,6
3,26.19849418,118,1,1,99,72,45,12,15,10,15
59,20.67077344,122,6,1,103,58,39,26,16,12,16
77,23.56194387,69,7,1,47,31,25,11,9,0,0
64,31.44421629,100,3,5,80,58,41,9,12,4,6
20,20.26009582,80,4,1,62,37,28,16,11,0,2
88,27.68514716,76,2,2,48,29,22,14,9,1,2
315,18.29705681,87,2,0,52,29,21,15,9,2,3
28,23.67693361,57,3,2,53,38,31,10,10,0,0
43,21.61533196,65,8,0,47,36,27,6,9,0,1
76,25.16632444,90,4,0,67,36,26,18,10,2,4
78,21.69746749,58,1,1,45,21,14,16,7,1,2
70,26.84188912,111,0,3,84,75,49,4,15,4,8
69,28.15605749,73,0,0,53,26,20,19,9,0,0
71,25.08418891,103,3,3,76,51,36,14,12,4,6
73,26.45859001,59,5,2,49,27,24,11,8,2,2
13,24.34770705,92,11,3,74,42,38,22,12,1,1
59,20.67077344,101,6,1,82,35,26,28,13,2,4
77,23.56194387,119,12,2,94,54,43,20,14,7,8
20,20.26009582,143,12,2,117,58,39,32,16,14,17
28,23.67693361,58,4,1,56,29,24,16,9,3,3
43,21.61533196,65,1,1,44,27,19,11,8,0,1
78,21.69746749,104,3,4,79,48,30,16,10,8,11
69,28.15605749,66,2,1,62,40,26,15,9,5,6
73,26.45859001,120,3,7,110,64,41,23,15,9,14
77,23.56194387,111,8,1,90,57,43,19,15,7,9
20,20.26009582,111,10,1,81,48,37,21,15,2,4
43,21.61533196,71,0,1,52,41,30,7,9,2,2
69,28.15605749,58,5,1,47,32,27,8,9,1,2
20,20.26009582,72,6,0,57,30,23,16,8,5,5
69,28.15605749,106,8,0,90,50,39,21,14,9,11
20,20.26009582,57,10,2,58,38,34,10,10,3,3
169,29.51950719,74,3,0,66,46,29,16,9,6,6
155,24.47912389,127,1,3,84,51,33,17,14,4,8
107,26.98425736,64,1,0,56,43,29,7,8,3,4
118,22.97604381,92,3,7,83,48,33,17,13,6,9
34,27.16769336,83,3,4,67,32,27,18,10,3,3
459,30.18754278,108,3,1,91,53,36,24,15,7,9
85,25.3963039,115,0,5,104,54,27,25,14,9,15
340,30.36002738,121,2,3,91,49,31,19,14,7,12
46,25.8973306,58,5,2,51,22,18,16,10,2,4
108,24.46543463,129,6,11,89,43,33,13,13,7,13
119,30.27789185,66,7,2,55,34,28,9,9,3,4
131,23.53730322,52,5,4,53,23,20,13,8,4,5
84,22.25051335,136,7,3,95,51,37,17,12,8,12
144,25.61533196,50,2,3,48,31,27,10,9,2,2
88,21.60711841,58,1,3,55,36,24,11,8,4,5
115,27.11019849,158,19,2,129,82,65,21,18,5,7
169,29.51950719,138,6,2,87,48,39,22,15,5,7
118,22.97604381,172,7,11,132,80,56,21,17,9,13
34,27.16769336,101,6,2,71,42,29,18,13,1,4
340,30.36002738,133,7,6,98,51,36,23,15,9,13
46,25.8973306,84,3,4,60,24,19,18,10,1,4
119,30.27789185,69,4,0,47,28,22,12,9,2,3
84,22.25051335,126,11,5,105,57,46,19,14,8,10
115,27.11019849,82,14,0,64,38,30,16,11,1,3
169,29.51950719,66,2,0,53,36,23,14,9,2,3
340,30.36002738,90,5,6,68,38,32,15,11,1,3
46,25.8973306,93,4,4,63,27,22,22,11,3,4
115,27.11019849,68,8,0,49,29,23,12,10,0,2
169,29.51950719,132,1,1,79,61,45,11,14,2,4
115,27.11019849,,,,,,,,,,
115,27.11019849,144,7,4,102,54,38,27,15,4,7
18,21.97946612,58,2,1,43,31,23,8,8,2,3
112,25.229295,65,4,1,48,38,31,7,9,3,3
113,29.65366188,104,1,1,82,41,30,22,14,3,7
70,26.82272416,77,3,1,55,30,23,13,10,0,2
142,23.11019849,62,3,4,53,27,20,14,9,3,5
110,23.92607803,86,4,2,64,29,24,20,11,4,5
254,29.97125257,96,10,5,74,33,27,20,12,3,6
50,33.68925394,105,3,3,76,52,36,11,11,8,10
63,22.06160164,67,1,2,45,31,22,7,8,0,2
76,21.7412731,86,4,5,63,26,17,20,9,4,6
93,22.81177276,73,1,3,61,35,29,14,9,7,7
590,26.41752225,130,1,0,91,64,42,16,15,4,7
74,27.24435318,75,2,1,55,32,26,12,8,7,7
116,25.57152635,103,6,2,82,40,31,21,11,8,10
223,26.66666667,64,2,1,46,31,26,8,8,2,2
126,29.41820671,87,1,4,65,43,34,11,10,4,4
112,25.229295,75,8,4,52,40,31,7,10,1,2
70,26.82272416,97,4,1,80,35,26,19,11,2,6
110,23.92607803,58,5,3,40,15,12,19,8,0,1
254,29.97125257,96,15,2,79,44,36,17,12,6,8
63,22.06160164,127,4,8,92,36,21,24,13,8,15
93,22.81177276,70,5,2,56,34,25,15,9,2,2
74,27.24435318,122,5,3,95,42,29,30,15,4,8
126,29.41820671,19,1,2,19,14,9,2,3,1,2
112,25.229295,123,1,2,115,88,55,13,15,8,11
254,29.97125257,116,8,6,97,43,34,28,14,5,7
93,22.81177276,130,4,3,80,40,28,20,12,6,9
74,27.24435318,63,1,2,49,27,20,12,7,2,3
112,25.229295,71,5,0,70,52,34,13,10,7,7
93,22.81177276,74,0,1,48,31,24,9,8,1,2
112,25.229295,125,9,1,90,67,49,16,16,3,6
2,24.15605749,86,12,1,65,39,34,18,11,1,1
175,20.47091034,118,11,9,95,48,35,24,14,3,7
20,29.15263518,96,7,2,79,53,42,17,12,2,3
17,27.85763176,123,8,2,85,53,38,23,15,1,2
